step,value,wall_time
140,0.9998614192008972,1766320132.1779776
215,0.9997871518135071,1766320145.8655086
294,0.9997089505195618,1766320160.3566027
411,0.9995931386947632,1766320181.905584
485,0.9995198249816895,1766320196.3154895
561,0.9994446039199829,1766320210.1090815
634,0.9993723630905151,1766320225.1812131
779,0.9992287755012512,1766320250.66635
909,0.9991000890731812,1766320273.1384616
1013,0.998997151851654,1766320292.706948
1088,0.9989228844642639,1766320306.4305267
1208,0.9988040924072266,1766320328.1112995
1312,0.9987010955810547,1766320347.1810002
1390,0.9986239075660706,1766320363.111189
1505,0.9985100626945496,1766320383.9056613
1692,0.9983249306678772,1766320414.7547538
1795,0.9982229471206665,1766320433.1283004
1872,0.9981467127799988,1766320447.4657037
1975,0.9980447292327881,1766320467.0277488
2051,0.9979695081710815,1766320481.561625
2123,0.9978982210159302,1766320494.7161582
2238,0.9977843761444092,1766320515.6713796
2318,0.9977051615715027,1766320531.3776116
2479,0.9975457787513733,1766320559.0544457
2581,0.9974448084831238,1766320577.043869
2657,0.9973695874214172,1766320590.8343492
2765,0.9972626566886902,1766320610.8563323
2988,0.9970418810844421,1766320648.6631384
3108,0.9969230890274048,1766320669.9131927
3269,0.9967637062072754,1766320698.2144523
3429,0.9966052770614624,1766320724.9345067
3549,0.996486485004425,1766320746.6531873
3625,0.9964112639427185,1766320761.5085702
3765,0.996272623538971,1766320785.803334
3951,0.9960885047912598,1766320817.634448
4018,0.9960221648216248,1766320830.0247862
4122,0.9959192276000977,1766320848.9906652
4393,0.9956509470939636,1766320893.3600006
4473,0.9955717325210571,1766320908.1295352
4683,0.9953638315200806,1766320943.5325544
4788,0.9952598810195923,1766320961.6120782
4868,0.9951806664466858,1766320977.7083113
4945,0.9951044321060181,1766320991.9238462
5063,0.9949876070022583,1766321012.5827267
5192,0.9948599338531494,1766321035.2433257
5333,0.9947203397750854,1766321058.9724083
5440,0.9946144223213196,1766321078.6132593
5581,0.9944748282432556,1766321103.505214
5654,0.9944025278091431,1766321117.658539
5730,0.9943273067474365,1766321133.185066
5887,0.9941718578338623,1766321159.451233
6029,0.9940313100814819,1766321184.505273
6108,0.9939531087875366,1766321199.733286
6185,0.9938768744468689,1766321213.822208
6262,0.9938006401062012,1766321229.2202616
6341,0.9937224388122559,1766321243.4448395
6468,0.9935966730117798,1766321265.2934463
6701,0.993366003036499,1766321303.9580667
6776,0.9932917356491089,1766321317.9544878
6851,0.9932175278663635,1766321332.3544133
7077,0.9929937720298767,1766321369.1785543
7154,0.992917537689209,1766321384.298838
7410,0.992664098739624,1766321426.943415
7485,0.9925898313522339,1766321441.5642178
7646,0.9924304485321045,1766321469.44837
7806,0.9922720789909363,1766321496.1671588
7951,0.9921284914016724,1766321521.0734546
8030,0.992050290107727,1766321536.6680253
8131,0.9919503331184387,1766321555.4186637
8210,0.9918720722198486,1766321570.5844934
8392,0.9916919469833374,1766321600.7643206
8496,0.9915889501571655,1766321619.6959565
8597,0.9914889931678772,1766321638.98078
8667,0.9914196729660034,1766321652.5704508
8807,0.9912810921669006,1766321677.086629
8972,0.9911177158355713,1766321704.5090342
9052,0.9910385012626648,1766321719.6802218
9126,0.9909652471542358,1766321734.1074505
9269,0.9908236861228943,1766321759.0509837
9411,0.9906831383705139,1766321784.0317464
9555,0.9905405640602112,1766321808.2936244
9634,0.9904623627662659,1766321824.0987117
9752,0.9903455376625061,1766321845.364849
9829,0.9902693033218384,1766321859.862567
9949,0.990150511264801,1766321881.9081936
10050,0.9900504946708679,1766321899.5614593
10254,0.9898485541343689,1766321934.2015793
10413,0.9896911382675171,1766321961.6659932
10628,0.9894782900810242,1766321997.0550215
10733,0.9893743395805359,1766322016.7941022
10875,0.9892337322235107,1766322040.7106395
10955,0.989154577255249,1766322056.2935948
11029,0.9890812635421753,1766322069.9557896
11255,0.9888575673103333,1766322106.8280823
11334,0.9887793660163879,1766322122.2123985
11452,0.9886625409126282,1766322142.4264793
11532,0.9885833263397217,1766322158.0642228
11674,0.9884427189826965,1766322183.2174084
11749,0.9883685111999512,1766322198.3081439
11864,0.9882546663284302,1766322219.3512487
12003,0.9881170392036438,1766322242.808152
12077,0.9880437850952148,1766322257.0441725
12155,0.9879665374755859,1766322271.9463758
12282,0.9878408312797546,1766322294.3653471
12356,0.9877675771713257,1766322309.328374
12472,0.9876527190208435,1766322329.238824
12589,0.9875369071960449,1766322350.4357917
12707,0.9874200820922852,1766322372.0894525
12810,0.9873180985450745,1766322390.5721018
12955,0.9871745705604553,1766322416.5472894
13056,0.9870745539665222,1766322434.2472239
13135,0.9869963526725769,1766322449.645899
13293,0.9868399500846863,1766322477.4162939
13397,0.9867369532585144,1766322496.9974127
13477,0.9866577982902527,1766322511.9528654
13596,0.9865399599075317,1766322532.3661025
13763,0.9863746166229248,1766322560.7289927
13882,0.9862568378448486,1766322582.476453
14068,0.9860726594924927,1766322614.3813593
14145,0.985996425151825,1766322628.8355463
14264,0.9858786463737488,1766322649.1691146
14342,0.9858013987541199,1766322664.203012
14419,0.9857251644134521,1766322679.615131
14617,0.9855291843414307,1766322713.3297915
14733,0.9854143261909485,1766322734.7587962
14809,0.9853391051292419,1766322748.5685492
14887,0.985261857509613,1766322763.9772346
15052,0.9850985407829285,1766322793.2732208
15168,0.9849836826324463,1766322814.6657476
15311,0.9848421216011047,1766322840.232509
15495,0.9846599698066711,1766322870.5859685
15570,0.984585702419281,1766322886.0868995
15649,0.9845075011253357,1766322901.3492262
15725,0.9844322204589844,1766322915.7091293
15838,0.9843204021453857,1766322936.6570733
15915,0.984244167804718,1766322950.5774658
15993,0.9841669201850891,1766322964.4856985
16222,0.9839402437210083,1766323002.8664935
16361,0.9838026165962219,1766323027.1589146
16476,0.9836887717247009,1766323048.319831
16554,0.983611524105072,1766323062.4333668
16630,0.9835363030433655,1766323077.4022396
16707,0.9834600687026978,1766323092.44857
16867,0.9833016991615295,1766323120.274291
16986,0.9831838607788086,1766323141.8124719
17125,0.9830462336540222,1766323165.3203046
17412,0.9827620983123779,1766323212.9834008
17512,0.982663094997406,1766323230.7920263
17670,0.9825066924095154,1766323257.7824087
17812,0.982366144657135,1766323283.4783754
17952,0.9822275042533875,1766323307.1115618
18049,0.9821314811706543,1766323324.6528618
18152,0.9820294976234436,1766323344.281427
18269,0.981913685798645,1766323365.3530138
18369,0.9818146824836731,1766323383.7275512
18445,0.9817394614219666,1766323397.600499
18547,0.981638491153717,1766323416.797251
18622,0.9815642237663269,1766323431.5898266
18725,0.9814622402191162,1766323451.335231
18802,0.9813860058784485,1766323466.2265713
18962,0.9812276363372803,1766323492.8452988
19131,0.9810603260993958,1766323521.8925667
19272,0.9809207320213318,1766323545.696403
19351,0.9808425307273865,1766323561.4214113
19532,0.9806632995605469,1766323592.5195377
19608,0.9805880784988403,1766323606.3402612
19806,0.9803920388221741,1766323639.5954375
19908,0.9802910685539246,1766323658.4129367
20062,0.9801385998725891,1766323685.181294
20139,0.9800623655319214,1766323699.6454165
20217,0.9799851775169373,1766323713.7506623
20364,0.9798396229743958,1766323739.975152
20441,0.979763388633728,1766323754.7530267
20558,0.9796475768089294,1766323775.2162871
20661,0.9795455932617188,1766323793.8099706
20789,0.9794188737869263,1766323815.6256444
20866,0.9793426394462585,1766323830.7706716
20945,0.9792644381523132,1766323846.1026862
21104,0.9791070222854614,1766323873.1346624
21247,0.9789654612541199,1766323898.945956
21319,0.9788941740989685,1766323912.1626945
21397,0.9788169860839844,1766323927.3771524
21538,0.9786773920059204,1766323951.9565725
21617,0.9785991907119751,1766323966.6786618
21694,0.9785229563713074,1766323981.6203966
21809,0.9784091114997864,1766324001.422352
21884,0.9783348441123962,1766324016.7056534
21957,0.9782625436782837,1766324031.2349234
22101,0.9781200289726257,1766324055.7854512
22180,0.9780418276786804,1766324070.4591954
22284,0.9779388308525085,1766324088.577705
22427,0.977797269821167,1766324113.4840424
22609,0.977617084980011,1766324144.840346
22728,0.9774993062019348,1766324165.6137717
22911,0.9773181080818176,1766324196.872004
23030,0.9772003293037415,1766324217.3491158
23103,0.9771280288696289,1766324230.9747376
23206,0.9770260453224182,1766324250.1245244
23283,0.9769498109817505,1766324264.057801
23381,0.9768528342247009,1766324281.944117
23461,0.9767736196517944,1766324296.3817587
23540,0.9766954183578491,1766324310.9536023
23618,0.9766181707382202,1766324326.0399663
23692,0.9765449166297913,1766324341.2094314
23936,0.9763033390045166,1766324381.86336
24011,0.9762291312217712,1766324395.471005
24088,0.9761528968811035,1766324411.1030984
24231,0.976011335849762,1766324436.459417
24307,0.9759360551834106,1766324450.287417
24386,0.9758578538894653,1766324465.6881196
24485,0.9757598638534546,1766324483.072429
24560,0.9756855964660645,1766324497.803815
24721,0.9755262136459351,1766324525.1109388
24799,0.9754489660263062,1766324540.8266745
24980,0.9752697944641113,1766324572.1141727
25181,0.9750708341598511,1766324605.046805
25296,0.9749569892883301,1766324625.7457008
25375,0.97487872838974,1766324640.50571
25477,0.9747777581214905,1766324658.8413815
25553,0.9747025370597839,1766324673.8980854
25630,0.9746263027191162,1766324687.8059998
25748,0.9745094776153564,1766324709.3939714
25930,0.9743292927742004,1766324740.724447
26048,0.9742124676704407,1766324761.1237366
26128,0.9741332530975342,1766324776.1982536
26267,0.9739956855773926,1766324799.672501
26429,0.973835289478302,1766324827.3588636
26503,0.973762035369873,1766324841.8214183
26641,0.9736254215240479,1766324866.778625
26714,0.9735531210899353,1766324882.1930745
26791,0.9734768867492676,1766324896.19946
26950,0.9733194708824158,1766324923.5579698
27025,0.9732452630996704,1766324938.0584097
27248,0.9730244874954224,1766324974.946319
27362,0.9729115962982178,1766324994.7726443
27510,0.9727650880813599,1766325019.6683311
27589,0.9726868867874146,1766325034.19633
27689,0.9725878834724426,1766325052.3205733
27766,0.9725116491317749,1766325067.2288816
27845,0.9724334478378296,1766325081.434673
27989,0.9722908735275269,1766325105.614405
28068,0.9722126722335815,1766325120.9707136
28295,0.9719879627227783,1766325159.4664476
28368,0.9719156622886658,1766325174.3475554
28510,0.9717751145362854,1766325200.1171198
28587,0.9716988801956177,1766325214.104519
28666,0.9716206789016724,1766325229.9724784
28805,0.971483051776886,1766325255.1475506
28965,0.971324622631073,1766325282.1891875
29041,0.9712494015693665,1766325297.1657293
29215,0.9710771441459656,1766325325.9633517
29372,0.9709216952323914,1766325353.3137865
29492,0.970802903175354,1766325375.1053646
29743,0.9705544114112854,1766325416.958524
29819,0.9704791903495789,1766325432.1218789
29895,0.9704039692878723,1766325445.9761167
29970,0.9703297019004822,1766325460.3916698
30087,0.9702138900756836,1766325481.2580898
30221,0.9700812101364136,1766325504.8055885
30334,0.9699693322181702,1766325525.6785426
30436,0.9698683619499207,1766325543.412263
30513,0.9697921276092529,1766325557.9642472
30591,0.9697149395942688,1766325573.1307833
30730,0.9695773124694824,1766325597.7838295
30842,0.9694664478302002,1766325617.082995
30957,0.9693525433540344,1766325636.8681626
31073,0.969237744808197,1766325657.5051405
31214,0.9690981507301331,1766325681.7353182
31358,0.9689555764198303,1766325707.3625016
31476,0.9688387513160706,1766325728.432516
31544,0.9687714576721191,1766325741.02957
31713,0.9686041474342346,1766325770.4223762
31792,0.9685259461402893,1766325785.9062264
31894,0.968424916267395,1766325804.377501
32009,0.968311071395874,1766325825.2464154
32086,0.9682348370552063,1766325839.1847823
32201,0.9681209921836853,1766325860.304356
32279,0.9680438041687012,1766325874.7658753
32420,0.9679042100906372,1766325898.856057
32539,0.9677863717079163,1766325920.7872243
32679,0.9676477909088135,1766325944.457845
32910,0.9674190878868103,1766325983.7039597
33031,0.9672992825508118,1766326005.7277737
33190,0.9671419262886047,1766326033.368533
33266,0.9670666456222534,1766326048.4570816
33342,0.9669914245605469,1766326062.3724208
33471,0.9668636918067932,1766326085.898866
33543,0.9667924046516418,1766326099.6438859
33661,0.9666756391525269,1766326120.362964
33736,0.9666013717651367,1766326134.7631812
33848,0.9664905071258545,1766326154.0823169
34029,0.9663112759590149,1766326185.018654
34147,0.9661944508552551,1766326205.405725
34265,0.9660776257514954,1766326226.2181299
34393,0.9659509062767029,1766326249.5536177
34579,0.9657667875289917,1766326280.273552
34736,0.9656113386154175,1766326307.5660927
34853,0.9654955267906189,1766326328.7566953
35013,0.9653371572494507,1766326355.9428022
35112,0.9652391076087952,1766326374.4149325
35227,0.9651252627372742,1766326394.222183
35370,0.9649837017059326,1766326418.9065707
35501,0.9648540019989014,1766326441.787459
35574,0.9647817611694336,1766326456.7058322
35841,0.9645174145698547,1766326500.2287698
35942,0.9644173979759216,1766326518.086075
36017,0.9643431901931763,1766326532.6631236
36134,0.9642273187637329,1766326553.2459495
36255,0.9641075730323792,1766326574.3826501
36394,0.9639699459075928,1766326599.3442414
36577,0.9637887477874756,1766326629.6850066
36656,0.9637105464935303,1766326644.2178292
36732,0.9636353254318237,1766326658.4236562
36847,0.9635214805603027,1766326679.152826
36946,0.9634234309196472,1766326697.2348192
37064,0.9633066654205322,1766326717.719383
37182,0.9631898403167725,1766326738.226425
37342,0.9630314111709595,1766326765.6591635
37461,0.9629136323928833,1766326786.790903
37536,0.9628393650054932,1766326801.5194325
37643,0.9627334475517273,1766326820.1608303
37786,0.9625918865203857,1766326845.7368329
37895,0.9624839425086975,1766326865.4885046
38011,0.9623690843582153,1766326886.9182754
38127,0.9622542858123779,1766326908.4148793
38335,0.962048351764679,1766326942.4914978
38437,0.9619473814964294,1766326961.6835954
38578,0.9618077874183655,1766326986.3900135
38652,0.9617345333099365,1766327000.4477131
38822,0.9615662097930908,1766327029.7264588
38901,0.9614880084991455,1766327044.1150692
38977,0.961412787437439,1766327059.2071939
39053,0.9613375067710876,1766327073.879363
39170,0.9612216949462891,1766327094.0708246
39248,0.9611445069313049,1766327109.4641726
39364,0.9610296487808228,1766327129.3971245
39469,0.9609256982803345,1766327149.0138643
39571,0.960824728012085,1766327168.10018
39647,0.9607494473457336,1766327182.871829
39724,0.9606732130050659,1766327197.156549
39932,0.9604673385620117,1766327231.2393496
40032,0.9603683352470398,1766327249.0570788
40212,0.9601901173591614,1766327279.3867912
40338,0.9600653648376465,1766327301.7502115
40541,0.9598644375801086,1766327336.0825477
40659,0.9597476124763489,1766327356.3347566
40820,0.9595882296562195,1766327384.1563272
40918,0.9594911932945251,1766327402.529356
41092,0.9593189358711243,1766327432.589713
41234,0.9591783285140991,1766327456.6281457
41378,0.9590357542037964,1766327480.896436
41455,0.9589595794677734,1766327496.282298
41533,0.9588823318481445,1766327511.5955799
41674,0.9587427377700806,1766327536.6237154
41752,0.9586655497550964,1766327552.3508408
41909,0.9585101008415222,1766327578.5601957
41983,0.9584368467330933,1766327592.8965974
42170,0.9582517147064209,1766327624.8023577
42243,0.9581794142723083,1766327638.724992
42346,0.9580774307250977,1766327657.826393
42475,0.9579497575759888,1766327679.7002203
