Wall_time,Step,Value
1774962029.355624,176,0.9998257756233215
1774962038.7232077,286,0.9997168779373169
1774962046.6644137,370,0.9996337294578552
1774962061.8578858,562,0.9994435906410217
1774962072.419165,689,0.9993178844451904
1774962088.9504075,908,0.9991011023521423
1774962101.7433984,1059,0.9989516139030457
1774962114.434732,1209,0.9988030791282654
1774962124.08605,1316,0.9986971616744995
1774962131.972576,1400,0.9986140131950378
1774962143.495715,1550,0.9984654784202576
1774962151.1028342,1632,0.9983842968940735
1774962165.024948,1799,0.9982190132141113
1774962175.998406,1925,0.9980942606925964
1774962182.8520098,2005,0.9980150461196899
1774962199.2366493,2222,0.9978002309799194
1774962208.7872648,2332,0.9976913332939148
1774962218.3691568,2442,0.9975824356079102
1774962226.2420893,2526,0.9974992871284485
1774962237.021608,2650,0.9973765015602112
1774962248.4487538,2798,0.9972299933433533
1774962259.0426676,2923,0.9971062541007996
1774962268.7108521,3033,0.9969973564147949
1774962275.9516501,3113,0.9969181418418884
1774962286.5515242,3236,0.9967963695526123
1774962302.354792,3445,0.9965894222259521
1774962311.7794795,3555,0.9964805245399475
1774962324.7769105,3705,0.996332049369812
1774962337.6619337,3855,0.9961835741996765
1774962346.8172238,3963,0.9960766434669495
1774962355.5126183,4073,0.9959677457809448
1774962363.5721254,4157,0.9958845973014832
1774962371.0937028,4239,0.9958034157752991
1774962383.8598046,4388,0.99565589427948
1774962391.8150883,4472,0.9955727458000183
1774962404.6218874,4640,0.9954063892364502
1774962412.2549934,4720,0.9953271746635437
1774962419.5549307,4802,0.9952459931373596
1774962430.5330837,4925,0.9951242208480835
1774962441.9891171,5054,0.9949965476989746
1774962448.842279,5138,0.9949133992195129
1774962462.927993,5308,0.9947450757026672
1774962473.691336,5435,0.9946193695068359
1774962487.4914849,5606,0.994450032711029
1774962504.690726,5830,0.9942283034324646
1774962516.2258682,5979,0.9940807819366455
1774962533.9150605,6194,0.9938679337501526
1774962546.0423372,6344,0.9937194585800171
1774962553.8882291,6428,0.9936362504959106
1774962566.6577492,6575,0.9934907555580139
1774962578.0926757,6724,0.9933432340621948
1774962588.7412171,6851,0.9932175278663635
1774962601.7569075,7003,0.9930670261383057
1774962609.4389539,7083,0.9929878115653992
1774962621.724897,7233,0.9928393363952637
1774962631.5836294,7359,0.9927145838737488
1774962642.3600223,7482,0.9925928115844727
1774962656.521919,7650,0.9924265146255493
1774962667.479734,7778,0.9922997951507568
1774962681.7252028,7954,0.9921255111694336
1774962696.3643546,8148,0.9919334650039673
1774962704.235438,8226,0.9918562769889832
1774962714.7032585,8350,0.9917334914207458
1774962727.204981,8499,0.9915859699249268
1774962736.76056,8609,0.9914770722389221
1774962746.3910432,8732,0.991355299949646
1774962759.4771202,8886,0.9912028312683105
1774962770.0779717,9010,0.991080105304718
1774962785.2355611,9202,0.9908900260925293
1774962793.1469698,9286,0.9908068776130676
1774962804.6699097,9436,0.9906583428382874
1774962815.6519217,9563,0.990532636642456
1774962823.9400787,9647,0.9904494881629944
1774962834.486398,9773,0.9903247356414795
1774962842.0506792,9855,0.9902435541152954
1774962848.8803825,9939,0.9901604056358337
1774962861.0903287,10088,0.9900128841400146
1774962868.1212199,10168,0.9899336695671082
1774962877.6189075,10276,0.9898267388343811
1774962891.182702,10443,0.989661455154419
1774962898.0366595,10527,0.9895782470703125
1774962912.6725712,10707,0.9894000887870789
1774962932.512437,10962,0.9891476035118103
1774962943.3565035,11088,0.9890228509902954
1774962957.3079238,11258,0.9888545870780945
1774962968.6958823,11406,0.9887080788612366
1774962976.4138782,11490,0.9886248707771301
1774962990.664801,11664,0.9884526133537292
1774963004.6884887,11833,0.9882853031158447
1774963012.3593214,11915,0.9882041215896606
1774963029.030604,12135,0.9879863262176514
1774963036.4487724,12215,0.9879071712493896
1774963047.394672,12339,0.9877843856811523
1774963058.191875,12461,0.9876636266708374
1774963067.9733212,12573,0.9875527024269104
1774963077.6819696,12698,0.9874289631843567
1774963089.8176048,12850,0.9872785210609436
1774963112.4484394,13141,0.9869903922080994
1774963120.1233914,13223,0.9869092106819153
1774963130.5327117,13347,0.9867864847183228
1774963141.2298915,13485,0.9866498708724976
1774963151.9925907,13611,0.9865251183509827
1774963164.831347,13762,0.986375629901886
1774963175.2321439,13888,0.9862508773803711
1774963187.7130456,14038,0.9861024022102356
1774963197.6158147,14165,0.9859766364097595
1774963205.233501,14247,0.9858954548835754
1774963217.5409997,14400,0.9857439994812012
1774963242.533542,14729,0.9854183197021484
1774963250.6382008,14813,0.985335111618042
1774963259.190812,14921,0.9852281808853149
1774963266.507409,15003,0.9851470589637756
1774963277.7857916,15135,0.9850163459777832
1774963290.420005,15285,0.9848678708076477
1774963300.1264832,15393,0.9847609400749207
1774963309.7900364,15517,0.9846381545066833
1774963317.006288,15599,0.9845569729804993
1774963324.7331784,15683,0.9844738245010376
1774963332.1303043,15764,0.9843936562538147
1774963343.1512764,15888,0.9842708706855774
1774963349.696573,15968,0.9841916561126709
1774963360.296827,16092,0.9840689301490784
1774963370.7123513,16216,0.9839461445808411
1774963381.7120275,16347,0.9838164448738098
1774963389.6419554,16429,0.9837352633476257
1774963396.4474776,16513,0.9836521148681641
1774963403.6563442,16595,0.98357093334198
1774963419.6197033,16790,0.9833778738975525
1774963432.118423,16944,0.9832254648208618
1774963439.36263,17026,0.9831442832946777
1774963447.9031699,17134,0.9830373525619507
1774963458.8230355,17259,0.982913613319397
1774963466.2096043,17341,0.9828324317932129
1774963483.5815597,17561,0.9826146364212036
1774963494.5727768,17687,0.9824898838996887
1774963501.3821056,17771,0.982406735420227
1774963508.422484,17851,0.9823275208473206
1774963522.9605193,18023,0.9821572303771973
1774963533.2653065,18145,0.9820364713668823
1774963540.261395,18225,0.9819572567939758
1774963551.6486907,18373,0.9818107485771179
1774963562.578205,18497,0.9816879630088806
1774963570.0223172,18578,0.9816077947616577
1774963577.5838485,18658,0.9815285801887512
1774963590.2396793,18808,0.9813801050186157
1774963600.70049,18942,0.9812474250793457
1774963608.3106847,19026,0.981164276599884
1774963618.5236945,19150,0.9810414910316467
1774963625.75805,19234,0.9809583425521851
1774963638.2582638,19380,0.9808138012886047
1774963647.7862613,19502,0.9806930422782898
1774963655.6679394,19586,0.9806098341941833
1774963663.6109471,19670,0.9805266857147217
1774963670.9608662,19754,0.98044353723526
1774963682.3320606,19892,0.9803069233894348
1774963692.1698112,20018,0.9801821708679199
1774963700.2773614,20100,0.9801009893417358
1774963717.3522942,20318,0.9798851609230042
1774963726.7365024,20423,0.9797812104225159
1774963739.5133412,20571,0.979634702205658
1774963746.171055,20653,0.9795535206794739
1774963754.0057929,20735,0.9794723391532898
1774963764.4427266,20859,0.9793496131896973
1774963780.3617854,21056,0.9791545867919922
1774963792.4704292,21202,0.9790100455284119
1774963799.2990181,21286,0.9789268374443054
1774963810.195491,21412,0.9788021445274353
1774963824.6466012,21592,0.9786239266395569
1774963843.3181598,21830,0.9783883094787598
1774963857.0760791,22002,0.9782180190086365
1774963866.9455786,22129,0.9780923128128052
1774963882.0891619,22321,0.9779022336006165
1774963896.1499588,22491,0.9777339100837708
1774963903.4127898,22571,0.9776546955108643
1774963917.448098,22741,0.9774864315986633
1774963927.0285523,22863,0.9773656129837036
1774963934.814923,22945,0.9772844314575195
1774963942.1248224,23027,0.9772032499313354
1774963952.7628806,23155,0.977076530456543
1774963961.9931982,23259,0.9769735932350159
1774963971.6965744,23383,0.9768508076667786
1774963997.2025492,23712,0.9765251278877258
1774964004.5791507,23794,0.9764439463615417
1774964018.0594974,23963,0.9762766361236572
1774964027.6708841,24072,0.976168692111969
1774964039.1714587,24221,0.9760212302207947
1774964053.4995742,24396,0.9758479595184326
1774964066.533414,24546,0.9756994843482971
1774964078.57473,24697,0.9755499958992004
1774964093.499279,24873,0.9753757119178772
1774964100.1785798,24955,0.9752945303916931
1774964108.2287014,25035,0.9752153754234314
1774964119.5872707,25171,0.9750807285308838
1774964132.4515545,25323,0.9749302268028259
1774964145.3527913,25478,0.9747768044471741
1774964162.3259032,25704,0.9745530486106873
1774964179.5469503,25920,0.9743391871452332
1774964189.4622817,26026,0.9742342829704285
1774964197.3720872,26108,0.9741531014442444
1774964210.3488414,26260,0.9740025997161865
1774964221.8940122,26410,0.973854124546051
1774964229.3798723,26490,0.9737749099731445
1774964240.5250444,26619,0.9736471772193909
1774964253.4583964,26771,0.9734967350959778
1774964262.692764,26879,0.9733898043632507
1774964271.262276,26987,0.9732828736305237
1774964279.159156,27071,0.973199725151062
1774964286.983072,27155,0.9731165766716003
1774964294.69644,27237,0.9730353951454163
1774964305.825004,27373,0.9729007482528687
1774964312.6444848,27457,0.972817599773407
1774964320.7805943,27539,0.9727364182472229
1774964339.2772624,27776,0.9725017547607422
1774964349.1587944,27886,0.9723928570747375
1774964361.5537014,28039,0.9722414016723633
1774964368.2437294,28121,0.9721602201461792
1774964383.9903276,28314,0.9719691276550293
1774964391.2160337,28396,0.9718879461288452
1774964401.820455,28522,0.9717631936073303
1774964409.5670674,28606,0.9716800451278687
