#{"t_start": 1781071071.864104, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
180.0,5838,5576.800531
283.0,3547,5579.359731
82.0,4717,5581.885879
254.0,7888,5587.477148
177.0,7725,5593.001194
176.0,3882,5595.754394
221.0,6442,5600.461393
176.0,6402,5605.135763
220.0,7594,5610.550549
142.0,5876,5613.898039
289.0,5039,5633.073452
192.0,6202,5637.444751
245.0,8390,5643.247267
243.0,4103,5645.238735
194.0,4378,5648.38425
126.0,5669,5652.470352
223.0,6528,5657.156523
252.0,5316,5660.925454
317.0,6941,5665.915419
84.0,4621,5669.237274
40.0,3825,5671.941002
239.0,6759,5675.931057
278.0,6619,5680.680031
207.0,5174,5684.341532
169.0,5844,5688.476784
291.0,7560,5693.884888
343.0,6929,5698.786549
297.0,6617,5720.743577
172.0,5486,5724.675999
197.0,4704,5728.002952
100.0,5965,5732.183038
202.0,6927,5737.060189
178.0,7343,5741.431405
210.0,6745,5746.180395
179.0,6208,5750.609062
142.0,6860,5755.479391
160.0,5591,5759.53462
205.0,5432,5763.429632
263.0,7305,5768.749404
166.0,5396,5771.731555
198.0,7917,5777.454928
147.0,6301,5782.012294
294.0,6568,5786.700935
248.0,5814,5804.939937
174.0,5732,5809.015449
245.0,6051,5813.366847
119.0,5613,5817.319041
134.0,5695,5821.368497
163.0,5858,5825.637781
178.0,5042,5829.288873
196.0,6446,5833.089854
238.0,7310,5838.413344
235.0,8419,5844.630323
188.0,5027,5848.30868
103.0,7100,5853.487902
246.0,5130,5857.278817
200.0,5907,5861.68212
124.0,6289,5865.3548
115.0,4674,5868.646623
160.0,5803,5872.761694
151.0,5901,5888.506915
50.0,4973,5892.068128
216.0,7196,5896.255581
189.0,6874,5901.237181
73.0,4208,5904.241569
91.0,5181,5908.031786
310.0,6993,5913.052593
202.0,5841,5917.250697
247.0,5384,5921.13593
254.0,6779,5926.130452
202.0,6355,5929.942538
194.0,5770,5934.100063
67.0,5114,5937.762235
303.0,7174,5942.906662
118.0,5696,5947.005695
245.0,7586,5952.412747
192.0,5352,5956.238133
298.0,7350,5975.502395
302.0,6440,5980.171093
207.0,6981,5985.124689
195.0,7374,5990.47055
302.0,5092,5993.271842
42.0,4923,5996.79507
198.0,6744,6001.688089
283.0,6256,6006.25857
136.0,5187,6009.981841
205.0,5297,6013.767176
186.0,7064,6018.809276
198.0,4385,6021.954394
210.0,6001,6025.442436
123.0,6121,6029.825665
177.0,7827,6035.425977
211.0,5969,6039.720572
63.0,5282,6058.365255
131.0,6204,6062.333751
291.0,7931,6067.594172
248.0,6514,6072.2564
244.0,6408,6076.645623
234.0,6979,6081.116973
170.0,3474,6083.572207
71.0,5280,6086.480621
344.0,5276,6089.970532
250.0,6527,6094.088079
262.0,7569,6099.154132
240.0,5720,6103.289472
170.0,6336,6107.371667
243.0,6539,6111.534505
256.0,9046,6116.903067
220.0,7414,6121.838266
297.0,7601,6140.623734
91.0,5070,6144.237849
212.0,6462,6148.896514
122.0,6922,6152.313708
183.0,5901,6156.129088
162.0,5039,6159.628556
212.0,5760,6163.71178
325.0,8164,6168.843519
218.0,6662,6173.409531
174.0,5763,6177.625494
264.0,5616,6180.288684
270.0,7887,6184.060869
137.0,5306,6186.634641
251.0,4824,6188.995091
290.0,6662,6192.198821
103.0,5313,6194.753339
244.0,7687,6210.595958
228.0,4686,6212.946979
229.0,6407,6217.549012
273.0,6623,6221.812269
298.0,4559,6224.630699
179.0,7707,6229.817446
313.0,6575,6234.281953
74.0,5141,6237.53518
109.0,6601,6241.819992
255.0,5385,6243.898297
264.0,5966,6247.119422
68.0,5223,6250.506896
285.0,7064,6254.409529
79.0,5367,6257.894548
154.0,6167,6261.633718
257.0,4589,6263.925436
229.0,2334,6265.037438
300.0,7555,6268.910668
259.0,6064,6282.270439
64.0,5332,6285.407699
206.0,7106,6289.92266
186.0,6526,6294.237641
264.0,7050,6299.279001
250.0,6868,6303.621316
259.0,5059,6306.814128
118.0,6301,6310.360761
254.0,8035,6315.910317
239.0,4781,6318.975554
270.0,7225,6323.884251
297.0,7099,6328.923284
86.0,5036,6332.144845
173.0,6423,6336.213493
301.0,8428,6341.332438
304.0,6568,6359.920506
259.0,7370,6364.515602
187.0,6407,6369.121562
245.0,4753,6371.577072
170.0,8006,6376.871094
230.0,5930,6380.573944
252.0,6736,6385.226885
164.0,6546,6389.736825
77.0,5212,6392.958351
258.0,7862,6398.124648
296.0,5620,6402.026976
67.0,5401,6404.768562
279.0,6948,6409.236091
161.0,5424,6412.923188
189.0,7218,6418.121305
227.0,5940,6421.863481
267.0,5109,6436.823407
231.0,5388,6440.263223
268.0,6677,6444.999464
251.0,5640,6448.903421
321.0,7217,6453.499103
266.0,7364,6458.67667
105.0,5651,6462.688014
307.0,6933,6466.114506
216.0,7566,6471.11061
241.0,7574,6476.396044
250.0,6188,6480.304859
202.0,6356,6484.425681
75.0,5156,6487.697023
165.0,6702,6491.996479
210.0,6935,6496.736805
206.0,6150,6499.996141
238.0,6949,6518.086409
223.0,3788,6520.430992
176.0,4658,6523.671987
244.0,6124,6527.88657
93.0,3912,6529.478402
266.0,7364,6534.071749
259.0,6434,6538.541707
35.0,3885,6541.249274
249.0,5064,6544.550802
182.0,5481,6548.065093
309.0,7299,6553.101771
212.0,5705,6557.268373
254.0,7313,6561.112634
212.0,6448,6565.446295
299.0,7022,6570.545487
236.0,6443,6574.85437
50.0,4082,6577.50265
179.0,6879,6593.68252
174.0,4936,6597.276041
296.0,7239,6602.234736
168.0,4024,6604.790131
202.0,6744,6609.269345
123.0,5998,6613.62486
278.0,6456,6618.008563
268.0,8434,6622.594877
227.0,5840,6626.778984
251.0,7139,6631.738056
309.0,7383,6636.442863
174.0,6295,6640.809212
110.0,5919,6644.953178
328.0,8169,6650.113345
302.0,5501,6653.646245
275.0,5373,6656.573863
264.0,5265,6675.555871
220.0,6607,6679.686914
184.0,4960,6682.991079
269.0,7268,6687.373969
225.0,6487,6691.590776
215.0,5918,6695.331043
136.0,7092,6700.283861
151.0,4493,6703.490901
149.0,6310,6707.473285
282.0,7167,6712.079036
230.0,7501,6717.379544
204.0,7552,6721.475941
250.0,6514,6725.626752
202.0,6239,6730.14449
329.0,6315,6734.482678
277.0,5289,6737.818323
122.0,6029,6754.016222
184.0,5854,6758.213617
23.0,3473,6760.689318
123.0,5519,6764.319941
216.0,5838,6768.04268
176.0,6529,6772.526416
265.0,8983,6778.751042
355.0,8169,6783.090165
84.0,5320,6786.512988
254.0,6398,6791.129722
175.0,6699,6795.691613
143.0,6259,6799.60686
331.0,8704,6805.626347
305.0,5972,6809.770301
104.0,5519,6812.349217
252.0,3879,6814.798455
114.0,5692,6818.915056
272.0,5455,6837.99876
269.0,7204,6842.455739
290.0,7068,6846.269495
138.0,5094,6849.909723
206.0,5436,6853.483498
43.0,4433,6856.271652
157.0,4845,6859.326773
221.0,4568,6862.55056
232.0,6646,6867.185571
247.0,6932,6871.512659
168.0,6727,6875.956846
226.0,7182,6880.079076
292.0,6903,6884.770246
340.0,8427,6890.00957
234.0,6818,6894.514203
219.0,6824,6899.452382
220.0,8015,6916.258887
252.0,7169,6920.772276
124.0,4655,6923.951858
290.0,5965,6928.132424
204.0,4896,6931.230247
237.0,5737,6934.848541
292.0,8183,6939.467331
144.0,5439,6943.200257
293.0,8315,6948.334495
226.0,7259,6952.950667
77.0,5859,6956.635529
39.0,4687,6959.993435
233.0,4407,6963.076753
326.0,7735,6968.179355
167.0,6429,6971.424232
213.0,6299,6975.971896
212.0,6662,6992.585456
197.0,6437,6996.691407
256.0,6450,7000.843924
214.0,4384,7003.143278
270.0,6835,7007.96219
232.0,5132,7011.266882
169.0,5667,7014.946125
72.0,3108,7017.113586
250.0,7001,7021.989105
126.0,6449,7026.119379
314.0,7223,7031.023459
307.0,8156,7035.744013
209.0,5410,7039.052937
181.0,3392,7041.122214
143.0,6230,7045.343946
261.0,6200,7049.844859
225.0,6931,7054.337575
153.0,6355,7072.010304
188.0,4694,7075.224651
238.0,6560,7079.712548
162.0,6461,7084.176659
275.0,6491,7088.416472
221.0,4777,7091.407347
169.0,7177,7096.331748
268.0,4846,7098.890302
52.0,4775,7101.90714
154.0,3927,7104.425995
236.0,6667,7109.075122
276.0,6964,7114.200865
233.0,6423,7118.482896
201.0,4948,7121.827301
216.0,6078,7126.43187
234.0,7185,7130.561444
190.0,4913,7133.919655
321.0,7701,7146.775459
295.0,7198,7151.76231
252.0,5343,7154.814285
324.0,6573,7157.996137
203.0,7444,7160.75919
253.0,6231,7164.076984
143.0,6752,7167.582699
71.0,4754,7170.184412
233.0,5922,7173.714731
125.0,6397,7177.279421
109.0,5237,7180.638239
130.0,5645,7183.605623
191.0,5839,7186.566175
288.0,7822,7190.659611
265.0,7426,7193.410827
240.0,7035,7196.868014
232.0,5893,7209.520051
205.0,7437,7213.18947
322.0,6523,7216.68378
258.0,8315,7221.336816
303.0,6418,7223.652569
142.0,6468,7226.855674
210.0,7318,7230.613554
261.0,5216,7233.108084
205.0,7191,7236.619688
240.0,7465,7240.20123
209.0,6156,7243.205462
207.0,3251,7244.826052
184.0,5810,7247.483339
285.0,8606,7251.465857
84.0,5742,7254.305214
311.0,7649,7265.240484
255.0,5562,7268.196837
70.0,4731,7270.62373
237.0,7212,7274.084408
328.0,7429,7277.904395
231.0,7118,7281.582951
291.0,7075,7285.542184
188.0,3712,7286.737133
229.0,6764,7290.514362
204.0,4738,7292.849076
323.0,8112,7297.194481
271.0,7290,7301.367139
156.0,6141,7305.164046
129.0,6102,7308.485582
183.0,6897,7311.937382
208.0,3760,7313.887537
260.0,7986,7329.88419
127.0,5023,7332.582687
183.0,7354,7336.638653
136.0,5625,7339.85226
241.0,6068,7343.287865
248.0,5509,7346.690246
286.0,5036,7350.361618
176.0,6646,7354.288239
230.0,5530,7358.339364
46.0,3368,7360.806467
288.0,5752,7364.999209
184.0,6823,7369.97818
257.0,7004,7375.301863
234.0,6582,7380.218345
184.0,3852,7381.979427
274.0,5844,7386.288929
247.0,5544,7390.444293
202.0,4875,7394.045655
285.0,7693,7410.980901
229.0,7183,7415.34667
142.0,4364,7418.524096
292.0,7357,7423.929689
311.0,7957,7429.958642
350.0,7407,7435.565603
161.0,3415,7438.082848
326.0,6912,7443.121807
174.0,5278,7446.104436
350.0,7106,7451.283334
266.0,8474,7457.369812
316.0,7181,7462.584448
242.0,6960,7467.655978
237.0,5240,7471.479146
173.0,5100,7475.233667
270.0,7384,7494.014
263.0,5587,7498.017616
217.0,6885,7503.062056
214.0,4996,7506.596436
155.0,6566,7510.461791
268.0,7565,7515.888722
189.0,7319,7521.22994
299.0,7666,7526.764604
357.0,5885,7531.05233
280.0,6389,7535.720252
186.0,6567,7539.731232
348.0,7820,7545.313415
216.0,6591,7550.050159
282.0,7780,7555.632817
231.0,5601,7559.639307
122.0,5433,7577.662352
175.0,4539,7580.908169
118.0,5280,7584.759974
163.0,5445,7588.748046
271.0,6828,7593.687224
239.0,6140,7598.100836
179.0,5848,7602.372979
249.0,8258,7607.621958
316.0,6654,7612.473949
329.0,4685,7615.866266
253.0,4449,7619.11473
259.0,5449,7623.094188
255.0,8079,7629.087841
241.0,7744,7634.849059
356.0,5876,7638.267228
260.0,7251,7643.432977
76.0,3724,7646.091927
229.0,5088,7666.469592
228.0,6049,7670.833356
185.0,4207,7673.935027
292.0,7142,7679.261564
175.0,4835,7682.857847
22.0,3134,7685.234817
138.0,2799,7687.305099
246.0,5831,7691.515498
138.0,4636,7694.850896
385.0,7483,7699.365423
257.0,7128,7704.514609
195.0,5989,7709.007421
243.0,8210,7715.315518
78.0,5737,7719.676792
215.0,7055,7725.083539
332.0,5792,7729.322544
355.0,6416,7733.279449
210.0,7561,7738.939016
201.0,5124,7757.579005
196.0,4790,7761.036903
298.0,7182,7765.366056
99.0,6186,7770.053965
157.0,5822,7774.27941
319.0,7041,7779.6227
280.0,4071,7782.523612
306.0,7491,7788.129574
257.0,7699,7792.782882
178.0,7016,7797.923996
109.0,5475,7801.820085
189.0,6405,7806.557446
119.0,4801,7810.031888
248.0,6570,7814.71533
284.0,7130,7819.832166
204.0,7594,7824.672636
254.0,5310,7841.19758
22.0,3350,7843.617916
268.0,5460,7847.674628
244.0,8210,7853.561427
64.0,3865,7855.49569
219.0,6720,7860.464413
125.0,5062,7864.153321
269.0,5764,7868.322796
319.0,7692,7873.889303
283.0,6692,7878.753364
328.0,7051,7883.92158
94.0,4952,7887.623081
138.0,6014,7891.102163
185.0,7213,7896.361493
222.0,5915,7899.206829
111.0,5487,7901.900144
327.0,8343,7913.680021
286.0,6835,7917.061758
258.0,6562,7919.43331
274.0,6397,7922.709114
340.0,6964,7926.477782
260.0,5139,7929.141684
175.0,5351,7931.903498
129.0,6235,7935.248024
302.0,5973,7938.567498
340.0,7301,7942.635262
263.0,5967,7946.160072
185.0,6598,7949.631502
280.0,6615,7952.147153
249.0,7120,7955.580025
271.0,6214,7958.609041
200.0,6546,7961.72231
238.0,7124,7978.537819
274.0,6723,7982.626431
224.0,7400,7987.694183
195.0,7732,7991.574751
347.0,9288,7996.182297
259.0,7293,7999.826309
296.0,6640,8003.128006
288.0,6840,8006.667887
295.0,6598,8010.279252
290.0,7842,8013.213565
245.0,5572,8015.956514
191.0,6899,8019.67671
302.0,7949,8023.751502
194.0,5568,8026.583447
271.0,5702,8029.379521
321.0,7209,8042.672191
275.0,6422,8045.523502
368.0,7659,8051.083312
253.0,5527,8054.651729
211.0,6546,8059.077862
282.0,7423,8064.414258
229.0,7390,8069.359374
273.0,6115,8073.262128
259.0,6847,8076.687217
232.0,6547,8080.828704
287.0,7384,8085.513031
287.0,7910,8090.509861
174.0,6786,8095.033624
180.0,5679,8099.211187
306.0,7832,8114.927737
160.0,6108,8118.448298
198.0,5713,8121.816903
347.0,7135,8126.249157
125.0,5094,8129.283648
244.0,6576,8133.605109
238.0,3938,8136.018144
280.0,4175,8138.220815
301.0,7586,8141.93517
100.0,4944,8144.867147
195.0,7678,8149.015569
131.0,5810,8152.016236
232.0,6318,8155.50739
208.0,7454,8159.527683
165.0,7053,8163.643703
252.0,5474,8166.631319
254.0,6611,8170.456551
296.0,7919,8184.876476
285.0,7691,8188.957153
243.0,8153,8193.857555
278.0,8446,8199.920448
242.0,6712,8203.762067
323.0,7866,8209.234564
42.0,4057,8211.981651
44.0,3912,8214.650285
265.0,5247,8218.270908
221.0,5791,8222.375401
217.0,5298,8226.077646
220.0,6614,8230.665186
181.0,6263,8235.111271
336.0,7548,8239.490835
142.0,4943,8242.905464
232.0,7328,8263.827484
251.0,8158,8268.664099
257.0,7269,8273.762811
275.0,6445,8278.278717
94.0,6752,8282.85977
199.0,6057,8287.048665
114.0,6161,8291.329273
321.0,7723,8296.701875
179.0,7484,8301.190014
326.0,7262,8306.08939
301.0,7627,8311.331312
252.0,8409,8317.268355
175.0,5387,8321.202505
240.0,7883,8326.839421
26.0,3456,8329.259186
131.0,7027,8350.839599
126.0,5318,8354.546605
135.0,6754,8359.297778
78.0,4932,8361.851844
299.0,5839,8366.004803
101.0,6503,8370.156613
127.0,5661,8373.715179
295.0,6075,8378.155422
235.0,7623,8383.605027
320.0,7224,8388.803682
42.0,3322,8391.109241
320.0,7792,8395.685039
100.0,5792,8399.799415
206.0,6964,8404.725127
213.0,5713,8408.722802
175.0,7438,8413.929379
279.0,6288,8430.584979
230.0,5910,8434.797573
206.0,5398,8438.646642
174.0,4538,8441.792228
226.0,3963,8444.593876
235.0,6871,8449.385126
232.0,6180,8453.705023
266.0,6716,8457.558456
260.0,7271,8462.670083
155.0,5403,8466.504427
256.0,6613,8471.174647
218.0,7466,8476.522044
345.0,7171,8481.643991
293.0,7556,8486.980834
104.0,5274,8489.810673
172.0,6862,8494.725643
276.0,5201,8498.395682
288.0,7158,8519.055205
243.0,6611,8522.722838
130.0,6719,8527.457782
286.0,7321,8532.604106
45.0,5250,8536.327898
200.0,4928,8539.820371
217.0,7048,8544.910899
256.0,6678,8549.643936
204.0,5084,8552.333437
318.0,8037,8558.033403
212.0,5682,8562.094989
175.0,7342,8567.283049
47.0,4503,8570.48564
109.0,5229,8574.150641
305.0,6561,8578.731516
303.0,8006,8583.459572
140.0,6119,8601.979851
242.0,6257,8606.391914
118.0,6437,8610.884216
137.0,6464,8614.497594
315.0,7411,8619.715645
248.0,5143,8623.546968
276.0,8016,8629.181566
280.0,6158,8633.613761
207.0,4097,8636.501514
253.0,5011,8640.068907
227.0,8371,8645.884526
331.0,7252,8650.100254
201.0,6925,8655.029461
362.0,5399,8658.893484
179.0,5964,8663.179374
252.0,4567,8666.457286
262.0,5317,8684.42508
200.0,5307,8688.188954
191.0,6115,8692.530995
301.0,8421,8698.517079
283.0,5187,8702.097307
199.0,5800,8706.161424
163.0,5082,8708.831823
201.0,7095,8713.829124
283.0,3715,8716.34607
244.0,6500,8720.878587
257.0,6691,8725.633405
167.0,7963,8731.303024
213.0,5869,8735.374694
316.0,7818,8740.891265
310.0,7831,8745.502233
297.0,5770,8749.572554
299.0,6007,8768.368939
235.0,6318,8771.998594
239.0,6278,8776.511884
282.0,7143,8781.54822
219.0,5881,8785.730283
209.0,7206,8790.851432
266.0,5659,8794.852598
235.0,6975,8799.82587
235.0,6741,8803.567824
326.0,6927,8808.41971
101.0,5419,8812.24005
244.0,7456,8817.518747
134.0,7560,8822.771097
272.0,5062,8826.36395
236.0,6923,8831.245291
154.0,5929,8835.342918
85.0,5731,8865.383453
101.0,6002,8868.680271
290.0,7371,8873.859821
323.0,8112,8879.695575
62.0,5543,8883.675675
269.0,6563,8888.287956
270.0,3811,8890.940146
321.0,7642,8896.289543
75.0,4605,8898.642036
308.0,8669,8904.805363
278.0,6896,8909.597477
234.0,8306,8915.188864
199.0,5384,8919.046992
326.0,6499,8923.633121
309.0,5852,8927.776563
310.0,7580,8945.913372
353.0,7712,8951.339721
281.0,5839,8955.481631
211.0,7074,8960.455887
188.0,4327,8962.618762
246.0,7177,8967.674222
313.0,7514,8972.919995
32.0,3008,8975.003922
358.0,7980,8980.605518
229.0,6669,8985.307472
322.0,4995,8988.779873
63.0,5107,8992.355799
142.0,6284,8995.898618
231.0,6807,9000.65082
12.0,2213,9002.139829
340.0,7361,9007.274348
209.0,5498,9011.113361
107.0,6222,9028.757951
209.0,4904,9032.244263
195.0,6092,9036.545894
290.0,6336,9041.018328
251.0,5850,9045.175922
108.0,4338,9048.205298
204.0,3197,9050.429576
184.0,5300,9054.167908
210.0,7049,9058.159991
237.0,7057,9063.083635
119.0,6190,9067.45547
253.0,7552,9072.639807
193.0,6666,9077.341026
144.0,6589,9081.958482
250.0,7326,9087.108497
300.0,7987,9091.833973
257.0,6956,9106.742813
246.0,3696,9108.513793
158.0,3185,9110.026364
106.0,3032,9111.478791
266.0,5754,9114.235765
200.0,6850,9117.520119
249.0,4933,9119.886151
270.0,6635,9122.153171
197.0,5314,9124.703743
120.0,6268,9127.662603
234.0,7499,9131.308136
237.0,5425,9134.097521
153.0,4840,9136.581945
186.0,6179,9140.042232
281.0,4975,9143.506594
252.0,5261,9146.826009
239.0,6947,9151.341542
41.0,4411,9153.574179
221.0,7151,9158.480858
252.0,6238,9177.863724
284.0,7648,9183.24114
347.0,6165,9186.789606
241.0,6612,9190.988213
200.0,5164,9194.422441
297.0,6304,9198.924124
332.0,8008,9204.207125
299.0,6285,9208.252943
216.0,6906,9213.281456
242.0,4772,9215.785384
303.0,7141,9220.31476
218.0,4149,9222.924622
186.0,3640,9225.374507
127.0,6298,9229.831426
200.0,6621,9234.330118
234.0,6592,9238.450521
339.0,4077,9253.765099
206.0,5265,9257.283678
190.0,7218,9262.225871
320.0,7970,9267.254465
260.0,6844,9272.257971
259.0,6519,9277.259971
138.0,7140,9281.180741
340.0,8767,9286.320069
241.0,8460,9292.282354
208.0,7327,9297.432497
87.0,4975,9300.900694
270.0,4600,9304.144847
177.0,5948,9308.345593
202.0,3652,9309.972537
233.0,6730,9314.702614
281.0,5636,9318.650652
239.0,3616,9335.195265
310.0,7870,9340.662183
45.0,3484,9342.161758
284.0,7639,9347.569908
232.0,4432,9350.688837
73.0,3923,9353.483826
317.0,3264,9355.766937
248.0,5644,9359.802764
261.0,6023,9364.017154
332.0,7694,9369.377218
283.0,5048,9372.88702
252.0,5772,9376.108429
194.0,5750,9380.205337
273.0,7819,9385.802411
242.0,7733,9391.231034
365.0,8817,9397.495335
294.0,7488,9402.810519
223.0,6793,9423.64103
182.0,6881,9428.514527
275.0,5823,9432.541057
233.0,5200,9436.14079
205.0,7628,9440.612044
119.0,5970,9444.808881
295.0,4533,9447.947545
197.0,7663,9453.378331
287.0,4780,9456.725456
161.0,4934,9460.221991
228.0,7136,9465.27181
195.0,6928,9469.232994
160.0,3936,9471.967885
307.0,5960,9476.16053
89.0,5647,9480.106343
221.0,6195,9484.533061
221.0,5697,9488.523903
282.0,6591,9508.229345
125.0,5803,9512.314832
160.0,5931,9516.556751
80.0,4617,9519.742975
99.0,5980,9523.923315
290.0,6209,9528.22081
191.0,7381,9532.534902
226.0,5695,9536.488433
239.0,5124,9540.105217
307.0,7693,9545.469763
72.0,5574,9549.374064
311.0,7048,9554.38271
191.0,6971,9559.3159
288.0,5476,9562.294941
183.0,6354,9566.899029
224.0,5576,9570.799683
292.0,7693,9592.62362
264.0,5410,9595.48492
296.0,8317,9601.403983
295.0,4931,9604.917034
115.0,3952,9607.676754
168.0,3579,9610.181001
267.0,6738,9614.979951
277.0,5458,9618.922673
351.0,8648,9625.043304
269.0,6687,9628.862303
175.0,4839,9632.328894
76.0,5342,9636.109358
238.0,7032,9641.068023
267.0,5070,9644.625324
319.0,5421,9648.457101
237.0,5711,9652.392841
232.0,6008,9656.042405
229.0,6407,9666.843375
324.0,6078,9669.753253
150.0,6608,9672.878062
142.0,7353,9676.373904
228.0,7059,9679.691135
212.0,8103,9683.489208
70.0,5229,9685.932814
295.0,6148,9688.797986
178.0,6285,9690.877942
98.0,4943,9693.236215
312.0,6315,9696.24117
361.0,7665,9699.855425
233.0,6712,9703.011991
164.0,4028,9704.888601
223.0,7579,9708.479841
214.0,6829,9712.086896
324.0,6349,9729.580136
71.0,5669,9733.141536
185.0,5576,9736.823156
313.0,7277,9741.858245
156.0,6555,9746.148924
241.0,7690,9751.056587
288.0,7037,9755.194649
182.0,7381,9760.148811
205.0,5231,9763.507715
192.0,7364,9768.422508
139.0,6103,9772.726372
282.0,8109,9777.77965
305.0,8398,9783.393436
103.0,5779,9786.610301
194.0,7846,9791.631912
193.0,7133,9811.973571
159.0,6046,9814.98454
197.0,7146,9819.618317
265.0,6629,9823.740583
90.0,5148,9827.228292
44.0,3656,9829.719178
106.0,5954,9833.553471
263.0,6700,9837.715585
339.0,8574,9843.729244
228.0,6295,9846.994597
127.0,6993,9851.33132
233.0,5420,9855.000234
203.0,5672,9858.937387
304.0,7894,9864.035025
224.0,7945,9869.159173
34.0,4443,9872.357677
40.0,4084,9887.761952
77.0,5218,9891.183004
62.0,6019,9894.997862
255.0,7874,9900.413928
272.0,7452,9905.553809
212.0,7213,9910.124682
219.0,5199,9912.866283
298.0,7473,9918.117133
357.0,7610,9922.949753
307.0,5972,9926.844
304.0,7195,9931.727873
290.0,7637,9936.701044
194.0,5873,9940.357803
392.0,8667,9945.551418
247.0,6336,9949.826826
180.0,4719,9966.368015
328.0,5295,9969.748391
186.0,6212,9973.218593
131.0,6114,9977.437975
188.0,5591,9980.987977
259.0,6979,9985.518325
215.0,4850,9988.936823
184.0,6393,9993.295547
70.0,5820,9997.015513
337.0,8411,10002.825373
233.0,7085,10007.029069
249.0,7247,10011.599766
128.0,5520,10015.183612
184.0,4718,10018.500371
260.0,5549,10022.310088
266.0,7719,10027.128432
243.0,4721,10030.330785
330.0,7887,10051.182154
97.0,6056,10055.013972
246.0,7247,10059.752843
