Wall time,Step,Value
1781071088.8034697,25000,2.5999999046325684
1781071104.488599,50000,0.6000000238418579
1781071118.8073926,75000,0.6000000238418579
1781071134.5615268,100000,3.799999952316284
1781071183.9950795,125000,1.600000023841858
1781071236.1088185,150000,2.4000000953674316
1781071288.2140257,175000,1.600000023841858
1781071340.713224,200000,2.200000047683716
1781071386.3886116,225000,3.0
1781071427.9111998,250000,3.799999952316284
1781071474.0760646,275000,3.200000047683716
1781071529.9622786,300000,3.200000047683716
1781071587.6873837,325000,7.400000095367432
1781071644.9259546,350000,5.599999904632568
1781071685.9533675,375000,7.400000095367432
1781071730.4184895,400000,4.400000095367432
1781071788.5709472,425000,6.199999809265137
1781071846.2880673,450000,7.400000095367432
1781071904.1690724,475000,10.0
1781071960.1178555,500000,12.399999618530273
1781072015.7057111,525000,7.800000190734863
1781072072.6895416,550000,11.399999618530273
1781072130.5193026,575000,14.399999618530273
1781072190.932656,600000,9.800000190734863
1781072252.0039847,625000,17.0
1781072313.8817692,650000,15.600000381469727
1781072376.9231381,675000,23.600000381469727
1781072440.2493858,700000,20.0
1781072501.67506,725000,26.0
1781072550.2732623,750000,29.200000762939453
1781072603.7513855,775000,24.0
1781072658.4801037,800000,42.20000076293945
1781072712.1738904,825000,28.600000381469727
1781072780.0111825,850000,45.599998474121094
1781072853.2223785,875000,52.20000076293945
1781072924.7886062,900000,49.0
1781073000.971709,925000,91.5999984741211
1781073080.3257282,950000,80.80000305175781
1781073154.894304,975000,68.80000305175781
1781073233.5287204,1000000,86.19999694824219
1781073311.1380136,1025000,93.4000015258789
1781073389.434098,1050000,115.80000305175781
1781073467.7738917,1075000,108.4000015258789
1781073553.0431879,1100000,146.60000610351562
1781073628.7628732,1125000,107.80000305175781
1781073701.3335624,1150000,59.20000076293945
1781073784.5069323,1175000,86.19999694824219
1781073857.815531,1200000,102.0
1781073930.9626482,1225000,112.80000305175781
1781074007.9935021,1250000,67.19999694824219
1781074087.0886383,1275000,85.4000015258789
1781074163.790431,1300000,109.5999984741211
1781074241.8356464,1325000,106.5999984741211
1781074317.641759,1350000,86.19999694824219
1781074394.7060215,1375000,106.0
1781074466.691189,1400000,113.0
1781074543.905495,1425000,189.8000030517578
1781074621.8664024,1450000,104.80000305175781
1781074692.325075,1475000,177.1999969482422
1781074763.7356017,1500000,219.8000030517578
1781074843.46767,1525000,123.5999984741211
1781074919.7453783,1550000,239.8000030517578
1781074998.7078278,1575000,167.8000030517578
1781075072.5861778,1600000,111.5999984741211
1781075149.930122,1625000,118.5999984741211
1781075229.2491329,1650000,138.8000030517578
1781075301.0433626,1675000,168.60000610351562
1781075378.1687574,1700000,143.0
1781075451.9429655,1725000,69.80000305175781
1781075526.267053,1750000,143.8000030517578
1781075610.3066156,1775000,167.0
1781075696.9358106,1800000,137.39999389648438
1781075777.9559186,1825000,113.5999984741211
1781075861.423568,1850000,149.0
1781075945.1359336,1875000,185.39999389648438
1781076027.85902,1900000,192.39999389648438
1781076100.3980472,1925000,169.60000610351562
1781076163.023927,1950000,207.1999969482422
1781076242.6175368,1975000,199.39999389648438
1781076322.561479,2000000,206.8000030517578
1781076400.4139333,2025000,106.4000015258789
1781076478.7669544,2050000,205.39999389648438
1781076545.7999032,2075000,204.39999389648438
1781076617.7636395,2100000,179.1999969482422
1781076703.1646779,2125000,203.8000030517578
1781076790.531809,2150000,251.0
1781076875.228437,2175000,142.0
1781076958.284736,2200000,75.4000015258789
1781077043.294573,2225000,193.8000030517578
1781077129.1321108,2250000,169.0
1781077209.1083443,2275000,252.8000030517578
1781077280.5646176,2300000,225.39999389648438
1781077351.0631986,2325000,152.0
1781077430.165189,2350000,219.8000030517578
1781077507.4918542,2375000,209.0
1781077586.727099,2400000,207.0
1781077664.3257606,2425000,192.60000610351562
1781077746.5107338,2450000,215.8000030517578
1781077824.5642664,2475000,242.8000030517578
1781077906.2602227,2500000,251.60000610351562
1781077983.4885452,2525000,103.5999984741211
1781078060.3197374,2550000,193.39999389648438
1781078139.986742,2575000,286.6000061035156
1781078215.187746,2600000,102.4000015258789
1781078278.3749053,2625000,216.39999389648438
1781078334.9650075,2650000,147.8000030517578
1781078399.7479107,2675000,224.1999969482422
1781078478.049218,2700000,69.0
1781078563.7741477,2725000,239.0
1781078649.17323,2750000,215.39999389648438
1781078737.7237496,2775000,293.20001220703125
1781078825.9698625,2800000,236.39999389648438
1781078909.9355006,2825000,159.39999389648438
1781078985.1916966,2850000,200.0
1781079048.6526582,2875000,277.0
1781079110.9828877,2900000,229.39999389648438
1781079185.6733608,2925000,234.60000610351562
1781079253.1838856,2950000,269.0
1781079334.828389,2975000,266.79998779296875
1781079420.3713574,3000000,215.1999969482422
1781079501.4829516,3025000,243.8000030517578
1781079586.8945513,3050000,276.79998779296875
1781079669.6789796,3075000,233.39999389648438
1781079753.7972882,3100000,195.60000610351562
1781079837.6380918,3125000,204.8000030517578
1781079933.2815588,3150000,174.60000610351562
1781080015.3074362,3175000,139.8000030517578
1781080097.7951722,3200000,211.8000030517578
1781080177.5050411,3225000,234.1999969482422
1781080246.1131039,3250000,295.79998779296875
1781080325.1042075,3275000,266.0
