time/fps,time/total_steps,train/loss,time/episodes,rollout/top_score,rollout/exploration_rate,rollout/ep_rew_mean,rollout/ep_len_mean
60.031881023898656,136,0.0,4,0,0.9998653600000005,,
59.908794641538925,301,0.0,8,1.0,0.9997020099999997,1.0,683.0
60.014766795097295,464,0.0,12,2.0,0.99954064,1.5,745.5
59.6734559154104,607,0.0,16,3.0,0.9993990699999997,2.0,840.3333333333334
60.03144863621349,697,0.0,20,3.0,0.9993099700000005,1.5,759.0
60.08464541793706,833,0.0,24,3.0,0.9991753299999999,1.5,759.0
59.99558719667192,953,0.0,28,3.0,0.9990565299999998,1.4,746.6
60.042028135296746,1045,0.0,32,3.0,0.9989654500000005,1.3333333333333333,727.5
59.88588145054014,1133,0.0,36,3.0,0.9988783300000001,1.1428571428571428,699.1428571428571
59.921688221987004,1221,0.0,40,3.0,0.9987912099999998,1.0,677.125
59.99532795572435,1438,0.0,44,3.0,0.9985763799999997,1.0,677.125
59.626662686157495,1574,0.0,48,3.0,0.9984417400000003,1.2222222222222223,715.5555555555555
60.001335769826774,1711,0.0,52,3.0,0.9983061100000002,1.3,733.8
59.57846611705911,1803,0.0,56,3.0,0.9982150299999998,1.1818181818181819,715.7272727272727
60.29068993243105,2096,0.0,60,5.0,0.9979249599999996,1.5,768.25
59.718190507900935,2186,0.0,64,5.0,0.9978358600000005,1.5,768.25
59.68645808789382,2402,0.0,68,5.0,0.9976220199999998,1.5384615384615385,778.3846153846154
59.942729171467704,2494,0.0,72,5.0,0.9975309400000004,1.5,768.7857142857143
59.6307179999241,2584,0.0,76,5.0,0.99744184,1.4,752.5333333333333
59.97656916087253,2676,0.0,80,5.0,0.9973507599999997,1.3125,739.0625
60.06015769302525,2768,0.0,84,5.0,0.9972596800000003,1.3125,739.0625
59.871734528807245,2858,0.0,88,5.0,0.9971705799999999,1.2352941176470589,726.0588235294117
60.04322651414137,3042,0.0,92,5.0,0.9969884200000002,1.2222222222222223,725.1666666666666
59.80187067086443,3333,0.0,96,7.0,0.9967003300000001,1.5263157894736843,755.9473684210526
59.930118321473834,3522,0.0,100,7.0,0.9965132199999998,1.6,773.55
59.83477769203103,3614,0.0,104,7.0,0.9964221400000004,1.6,773.55
59.9090003392312,3706,0.0,108,7.0,0.99633106,1.5238095238095237,761.2380952380952
60.00709782705739,3826,0.0,112,7.0,0.9962122599999998,1.4545454545454546,751.2272727272727
59.5241887005194,3918,0.0,116,7.0,0.9961211799999995,1.434782608695652,746.3478260869565
59.97251052147559,4010,0.0,120,7.0,0.9960301000000001,1.375,737.4583333333334
60.050302056556156,4100,0.0,124,7.0,0.9959409999999997,1.375,737.4583333333334
59.9992420851324,4340,0.0,128,7.0,0.9957033999999996,1.32,728.64
59.98418271396598,4580,0.0,132,7.0,0.9954658000000004,1.4230769230769231,751.1153846153846
59.71050878168669,4769,0.0,136,7.0,0.99527869,1.5555555555555556,772.4814814814815
60.13000588685972,4857,0.0,140,7.0,0.9951915699999997,1.5,763.5
60.00104071514893,4993,0.0,144,7.0,0.9950569300000002,1.5,763.5
60.2047714576766,5081,0.0,148,7.0,0.9949698099999998,1.4827586206896552,761.2413793103449
59.74521630297774,5169,0.0,152,7.0,0.9948826899999996,1.4333333333333333,752.9666666666667
59.7852657837405,5288,0.0,156,7.0,0.9947648800000001,1.4193548387096775,748.6451612903226
59.9847475442167,5380,0.0,160,7.0,0.9946737999999996,1.375,741.9375
60.03625179386482,5519,0.0,164,7.0,0.9945361899999995,1.375,741.9375
60.122660905050544,5609,0.0,168,7.0,0.9944470900000002,1.3636363636363635,741.3636363636364
60.04066452100513,5699,0.0,172,7.0,0.9943579899999999,1.3235294117647058,734.8823529411765
59.929896963718264,5866,0.0,176,7.0,0.9941926600000001,1.2857142857142858,728.4857142857143
59.952085114976015,5956,0.0,180,7.0,0.9941035599999997,1.3055555555555556,731.0277777777778
60.15739890678731,6048,0.0,184,7.0,0.9940124800000004,1.3055555555555556,731.0277777777778
60.00791262161881,6213,0.0,188,7.0,0.9938491299999995,1.2702702702702702,725.4054054054054
60.042970304988735,6303,0.0,192,7.0,0.9937600300000002,1.2894736842105263,727.8421052631579
59.31429761399406,6389,0.0,196,7.0,0.99367489,1.2564102564102564,721.8461538461538
59.980441512993444,6556,0.0,200,7.0,0.9935095600000002,1.275,724.45
60.21268648938973,6648,0.0,204,7.0,0.9934184799999998,1.275,724.45
60.035875274758354,6814,0.0,208,7.0,0.9932541399999995,1.2439024390243902,719.8780487804878
60.30616749061229,6904,0.0,212,7.0,0.9931650400000002,1.2619047619047619,722.4761904761905
59.53952196784592,6994,0.0,216,7.0,0.9930759399999999,1.2325581395348837,717.7441860465116
59.9757030452742,7084,0.0,220,7.0,0.9929868399999995,1.2045454545454546,713.1590909090909
60.038259752193035,7201,0.0,224,7.0,0.99287101,1.2045454545454546,713.1590909090909
60.05571729533157,7293,0.0,228,7.0,0.9927799299999995,1.2,711.2666666666667
60.0461028185523,7385,0.0,232,7.0,0.9926888500000003,1.173913043478261,707.304347826087
59.44938788000125,7475,0.0,236,7.0,0.9925997499999999,1.148936170212766,703.3617021276596
59.97030938879052,7658,0.0,240,7.0,0.9924185799999996,1.1666666666666667,707.25
59.99907157752882,7920,0.0,244,7.0,0.9921591999999999,1.1666666666666667,707.25
59.91791251945203,8056,0.0,248,7.0,0.9920245600000004,1.2244897959183674,717.5918367346939
60.04834289014979,8194,0.0,252,7.0,0.9918879399999998,1.22,717.58
59.6994724640512,8335,0.0,256,7.0,0.9917483499999996,1.2352941176470589,721.1960784313726
59.69280289627705,8425,0.0,260,7.0,0.9916592500000003,1.2115384615384615,717.6346153846154
60.01179867493685,8515,0.0,264,7.0,0.9915701499999999,1.2115384615384615,717.6346153846154
59.906597878283236,8605,0.0,268,7.0,0.9914810499999995,1.1886792452830188,713.6792452830189
60.246478792105435,8816,0.0,272,7.0,0.9912721599999996,1.1851851851851851,713.6851851851852
59.22956122118818,9032,0.0,276,7.0,0.99105832,1.2545454545454546,724.4545454545455
60.154515954785076,9196,0.0,280,7.0,0.9908959599999998,1.2678571428571428,725.875
59.89494209638798,9332,0.0,284,7.0,0.9907613200000003,1.2678571428571428,725.875
59.811039903221705,9420,0.0,288,7.0,0.9906742000000001,1.263157894736842,725.2982456140351
59.855255038749895,9583,0.0,292,7.0,0.9905128300000003,1.2413793103448276,721.551724137931
59.11312411854717,9799,0.0,296,7.0,0.9902989899999997,1.305084745762712,731.8813559322034
60.07204979254992,9965,0.0,300,7.0,0.9901346500000004,1.3166666666666667,733.25
60.2977235898733,10053,0.0,304,7.0,0.9900475300000001,1.3166666666666667,733.25
60.23951985991311,10145,0.0,308,7.0,0.9899564499999998,1.2950819672131149,729.3934426229508
60.20671106776574,10237,0.0,312,7.0,0.9898653700000004,1.2741935483870968,726.2096774193549
59.819179186031796,10501,0.0,316,7.0,0.9896040099999994,1.3174603174603174,733.8095238095239
59.74349646897884,10619,0.0,320,7.0,0.9894871900000005,1.3125,732.046875
59.99526263010953,10756,0.0,324,7.0,0.9893515600000005,1.3125,732.046875
59.905117005202946,10848,0.0,328,7.0,0.98926048,1.3076923076923077,731.7076923076924
60.04201160626783,10940,0.0,332,7.0,0.9891693999999996,1.2878787878787878,728.8333333333334
59.490579686162896,11058,0.0,336,7.0,0.9890525799999995,1.2835820895522387,727.3582089552239
59.9783099590611,11176,0.0,340,7.0,0.9889357599999995,1.2794117647058822,726.1617647058823
60.00407186960122,11266,0.0,344,7.0,0.9888466600000002,1.2794117647058822,726.1617647058823
60.045358920303634,11404,0.0,348,7.0,0.9887100399999996,1.2753623188405796,726.072463768116
60.06371379217519,11542,0.0,352,7.0,0.98857342,1.2714285714285714,726.0428571428571
59.399498583875015,11634,0.0,356,7.0,0.9884823399999997,1.2535211267605635,723.4084507042254
60.01545973822262,11726,0.0,360,7.0,0.9883912600000003,1.2361111111111112,720.5138888888889
59.960823530074805,11862,0.0,364,7.0,0.9882566199999997,1.2361111111111112,720.5138888888889
60.046978989017596,11952,0.0,368,7.0,0.9881675200000005,1.2328767123287672,720.4657534246576
60.04583005372095,12040,0.0,372,7.0,0.9880804000000002,1.2162162162162162,717.4594594594595
59.56607275020703,12132,0.0,376,7.0,0.9879893199999997,1.2,714.9333333333333
59.962646412288514,12250,0.0,380,7.0,0.9878724999999997,1.1973684210526316,713.9342105263158
60.13721815474482,12384,0.0,384,7.0,0.9877398400000003,1.1973684210526316,713.9342105263158
60.04577219483288,12476,0.0,388,7.0,0.9876487599999999,1.1948051948051948,713.8181818181819
59.99977111903718,12617,0.0,392,7.0,0.9875091699999997,1.1794871794871795,711.3333333333334
59.530082228012624,12707,0.0,396,7.0,0.9874200700000004,1.1772151898734178,711.2405063291139
59.94210518942992,12825,0.0,400,7.0,0.9873032500000004,1.175,710.3
60.045449840211965,12990,0.0,404,7.0,0.9871398999999995,1.175,710.3
59.99876183839713,13108,0.0,408,7.0,0.9870230800000005,1.1851851851851851,711.5308641975308
60.04565647739125,13228,0.0,412,7.0,0.9869042800000004,1.1951219512195121,711.9878048780488
59.586044360668105,13348,0.0,416,7.0,0.9867854800000003,1.1927710843373494,711.156626506024
60.2428753404704,13468,0.0,420,7.0,0.9866666800000001,1.1904761904761905,710.3214285714286
60.049748186424644,13558,0.0,424,7.0,0.9865775799999998,1.1904761904761905,710.3214285714286
59.9966241828663,13646,0.0,428,7.0,0.9864904599999995,1.1764705882352942,708.1647058823529
