Wall time,Step,Value
1780058826.245273,175,56.44389343261719
1780058840.6827228,353,56.15190887451172
1780058847.9800277,434,56.65071487426758
1780058855.2432406,515,46.124481201171875
1780058862.7840104,593,57.14178466796875
1780058874.7131739,745,56.027347564697266
1780058884.3796084,852,56.100341796875
1780058892.452491,933,56.70908737182617
1780058903.4526887,1054,38.18156051635742
1780058920.535927,1273,56.499359130859375
1780058933.7535558,1443,56.1602668762207
1780058944.8182778,1566,56.10896682739258
1780058952.7562623,1647,55.8770866394043
1780058965.4904397,1799,46.30772018432617
1780058978.1654937,1948,56.98799133300781
1780058988.2125883,2074,56.44623565673828
1780058995.6047606,2155,56.3288459777832
1780059004.0543656,2239,56.47970962524414
1780059011.9065495,2320,41.69758605957031
1780059024.4085407,2472,55.97224426269531
1780059038.162767,2649,55.71413040161133
1780059045.7701232,2730,56.02589416503906
1780059054.7174604,2834,55.49127960205078
1780059062.3620222,2918,47.757957458496094
1780059072.2682354,3030,56.0745735168457
1780059082.1951687,3154,55.971099853515625
1780059095.2110164,3303,56.23411178588867
1780059109.3915098,3478,55.91758346557617
1780059128.3341365,3721,48.339317321777344
1780059139.0672445,3847,56.978973388671875
1780059147.6221912,3951,56.558353424072266
1780059157.92374,4071,56.658714294433594
1780059170.361379,4217,56.67924499511719
1780059184.4923353,4390,50.08137893676758
1780059192.0815487,4472,56.89216995239258
1780059199.142797,4555,55.20151138305664
1780059206.3170662,4631,56.48268508911133
1780059213.438258,4712,56.42814636230469
1780059224.6930466,4838,37.72013854980469
1780059243.8876417,5080,56.38019943237305
1780059253.6735947,5202,56.6651725769043
1780059264.5836437,5330,56.067771911621094
1780059276.5363505,5479,56.58898162841797
1780059283.958858,5563,45.87106704711914
1780059293.3729823,5672,55.409454345703125
1780059302.3085542,5781,55.21045684814453
1780059320.1159306,5999,55.91401290893555
1780059330.7707283,6124,55.75723648071289
1780059345.975281,6313,50.692684173583984
1780059358.4018614,6458,56.11954116821289
1780059368.5318038,6583,55.63733673095703
1780059382.1620533,6746,55.95805740356445
1780059399.6369522,6967,55.68315124511719
1780059408.765613,7074,50.948211669921875
1780059426.284248,7293,57.086544036865234
1780059438.2319238,7445,56.54656982421875
1780059445.8758337,7526,56.7047233581543
1780059457.649602,7655,55.94053649902344
1780059479.1884615,7939,54.009368896484375
1780059486.960486,8017,55.8565559387207
1780059498.6877828,8166,56.33245849609375
1780059509.3266687,8289,56.09025192260742
1780059525.07065,8483,56.442108154296875
1780059532.6498027,8558,41.982200622558594
1780059539.4581378,8633,56.90212631225586
1780059551.0182862,8779,55.92792510986328
1780059563.8935196,8928,55.78748321533203
1780059574.260238,9051,56.119014739990234
1780059589.0187302,9229,48.308101654052734
1780059599.07429,9351,56.54875564575195
1780059610.98245,9503,56.661529541015625
1780059622.2489948,9629,55.99625778198242
1780059629.9890103,9710,56.704566955566406
1780059642.9464972,9864,36.210453033447266
1780059649.8530498,9939,56.952484130859375
1780059659.9648883,10065,56.05437469482422
1780059674.1084044,10238,56.643531799316406
1780059681.5500414,10322,56.20705032348633
1780059691.0264485,10426,34.74575424194336
1780059704.8586736,10596,56.58350372314453
1780059711.7421243,10677,56.58476638793945
1780059720.1324985,10758,56.71052932739258
1780059728.3346987,10842,56.292869567871094
1780059736.0494478,10926,49.646183013916016
1780059746.8208992,11049,56.279685974121094
1780059759.990418,11217,55.946834564208984
1780059773.7713625,11383,56.059478759765625
1780059784.4019463,11506,56.126949310302734
1780059797.1331468,11660,38.768592834472656
1780059810.2044117,11812,56.49227523803711
1780059820.7880757,11945,56.07310104370117
1780059831.7147303,12068,56.37727355957031
1780059839.0285492,12149,56.202144622802734
1780059850.380412,12280,41.785160064697266
1780059863.041643,12426,56.551185607910156
1780059874.9754624,12578,56.30613708496094
1780059887.04927,12726,55.8046989440918
1780059897.33139,12851,56.614341735839844
1780059905.2864747,12929,36.38713073730469
1780059912.289852,13006,56.73905944824219
1780059922.1638572,13129,56.53445816040039
1780059930.3405936,13213,56.3060417175293
1780059940.8372102,13339,56.71287536621094
1780059948.658669,13423,42.13840103149414
1780059956.1748297,13505,57.053409576416016
1780059963.0613527,13586,56.23076629638672
1780059972.5757544,13696,56.66789245605469
1780059980.6466262,13780,56.70603561401367
1780059990.8682425,13903,43.02610397338867
1780060003.4273546,14054,57.00343322753906
1780060013.330766,14177,56.4716796875
1780060021.0228992,14261,55.70787048339844
1780060030.756424,14370,55.660099029541016
1780060043.3750002,14519,41.33776092529297
1780060054.1462986,14643,57.11575698852539
1780060065.87327,14792,56.519283294677734
1780060073.7320983,14876,56.542964935302734
1780060086.6197107,15028,56.59156036376953
1780060094.1448333,15109,39.205718994140625
1780060112.3512192,15332,56.895851135253906
1780060122.3289926,15455,55.22844314575195
1780060132.595744,15578,55.9854736328125
1780060139.932967,15659,56.409603118896484
1780060147.7037475,15740,40.142608642578125
1780060165.559075,15962,57.15314865112305
1780060178.6737795,16131,56.41695022583008
1780060190.1297426,16262,56.62602615356445
1780060198.257237,16346,55.069637298583984
1780060206.3712528,16427,37.624595642089844
1780060228.4478521,16711,56.10771942138672
1780060238.5516605,16837,56.58932113647461
1780060251.3261867,16985,56.37499237060547
1780060262.528685,17110,55.98219299316406
1780060271.5620015,17218,48.68831253051758
1780060280.7668839,17322,57.04563903808594
1780060287.8304358,17406,56.618377685546875
1780060306.7626657,17646,56.1441535949707
1780060320.148477,17798,56.7836799621582
1780060331.274309,17924,36.45017623901367
1780060344.470938,18076,57.06988525390625
1780060351.152941,18154,56.52799606323242
1780060365.0075104,18323,56.6543083190918
1780060372.5076609,18400,53.694602966308594
1780060383.054796,18523,40.78572463989258
1780060394.5717306,18656,56.04433822631836
1780060411.0007439,18871,56.369895935058594
1780060425.159247,19047,56.54525375366211
1780060432.5040715,19131,56.56867980957031
1780060446.6634495,19301,50.226810455322266
1780060461.119479,19471,56.23551559448242
1780060474.506669,19644,56.55937957763672
1780060488.8814049,19817,55.905277252197266
1780060496.6637268,19901,56.44478988647461
1780060508.9098845,20049,46.11765670776367
1780060517.7035725,20150,56.56185531616211
1780060527.7962432,20276,56.70270919799805
1780060541.976685,20447,56.32645797729492
1780060549.7637138,20531,56.273677825927734
1780060557.8385835,20612,36.01020431518555
1780060573.755709,20812,56.26654052734375
1780060587.5855174,20991,55.97237777709961
1780060598.0256112,21115,56.7892951965332
1780060615.3096085,21328,55.915809631347656
1780060623.505614,21412,41.322975158691406
1780060635.797629,21557,56.488136291503906
1780060642.9327729,21641,56.37297058105469
1780060658.9897978,21836,56.462093353271484
1780060674.2066972,22029,55.29228973388672
1780060684.0395298,22138,36.14788818359375
1780060694.3865244,22263,55.93960189819336
1780060701.262625,22344,56.380775451660156
1780060709.231819,22428,56.652347564697266
1780060720.1654725,22554,56.75359344482422
1780060732.7363796,22701,35.82128143310547
1780060740.535905,22779,56.960479736328125
1780060747.3919344,22860,56.6065788269043
1780060755.3841953,22944,56.645442962646484
1780060762.8083546,23028,55.74092483520508
1780060774.203346,23154,34.68966293334961
1780060783.4094965,23261,56.68095016479492
1780060795.1462047,23410,56.23743438720703
1780060802.486233,23491,56.18335723876953
1780060810.6703534,23575,56.73801803588867
1780060818.1969795,23656,38.34658432006836
1780060825.3641937,23730,57.10715103149414
1780060836.89455,23876,55.571861267089844
1780060846.5533295,23979,56.50550079345703
1780060856.1817734,24088,55.814048767089844
1780060868.314659,24236,43.942527770996094
1780060880.4228,24382,56.857627868652344
1780060887.526792,24466,56.139312744140625
1780060894.8967946,24550,56.05647277832031
1780060902.2479918,24631,55.811946868896484
1780060918.274062,24827,49.28046798706055
1780060925.9435973,24906,56.87623596191406
1780060937.8638306,25057,56.70595932006836
1780060951.5105426,25227,56.30648422241211
1780060962.0939584,25350,56.77206802368164
1780060976.489884,25516,32.57029724121094
1780060989.061389,25662,56.550750732421875
1780061001.1077774,25814,55.79441833496094
1780061025.5665364,26128,55.95502471923828
1780061033.1542103,26209,56.50358581542969
1780061043.7070737,26332,42.27872848510742
1780061051.7397823,26415,56.505584716796875
1780061066.450187,26606,56.03647994995117
1780061082.0474422,26798,56.30122756958008
1780061096.7005703,26974,56.48463821411133
1780061106.4506474,27085,46.318641662597656
1780061118.4571986,27228,57.22119903564453
1780061125.3638299,27309,56.54408645629883
1780061138.2347894,27461,56.67783737182617
1780061148.4106634,27581,56.5175666809082
1780061156.4355986,27665,38.582359313964844
1780061168.4783528,27814,56.30056381225586
1780061181.538566,27982,56.703399658203125
1780061193.5928588,28128,56.627098083496094
1780061206.1489174,28279,55.4746208190918
1780061219.8028355,28448,46.72945785522461
1780061227.326771,28529,56.911094665527344
1780061241.8253837,28716,56.7212028503418
1780061249.1817703,28795,56.536094665527344
1780061263.3099363,28966,56.6546745300293
1780061270.8989902,29047,47.78584671020508
1780061285.9015267,29237,57.10651397705078
1780061292.7868335,29318,55.49410629272461
1780061300.365483,29398,56.3979606628418
1780061324.8527708,29719,56.158565521240234
1780061332.2418604,29797,43.843177795410156
1780061339.7051983,29878,56.973758697509766
1780061356.7250893,30101,56.233154296875
1780061369.342468,30253,56.56538391113281
1780061379.9660275,30380,56.48314666748047
1780061387.9682167,30461,41.15997314453125
1780061399.6199846,30604,56.979129791259766
1780061411.3283732,30753,56.448490142822266
1780061419.2397316,30834,55.6302604675293
1780061434.1901824,31020,55.937625885009766
1780061445.2158942,31147,39.65630340576172
