step,tag,value,wall_time
13586,rollout/ep_len_mean,729.0119018554688,1780059963.0612562
13696,rollout/ep_len_mean,726.317626953125,1780059972.5756516
13780,rollout/ep_len_mean,724.9418334960938,1780059980.6465325
13903,rollout/ep_len_mean,724.0919799804688,1780059990.8681262
14054,rollout/ep_len_mean,724.5,1780060003.4272974
14177,rollout/ep_len_mean,724.5,1780060013.330645
14261,rollout/ep_len_mean,723.7752685546875,1780060021.0227842
14370,rollout/ep_len_mean,722.3555297851562,1780060030.7563238
14519,rollout/ep_len_mean,722.97802734375,1780060043.3749495
14643,rollout/ep_len_mean,722.4021606445312,1780060054.1462018
14792,rollout/ep_len_mean,722.4021606445312,1780060065.8732216
14876,rollout/ep_len_mean,722.8494873046875,1780060073.7320511
15028,rollout/ep_len_mean,723.4574584960938,1780060086.619606
15109,rollout/ep_len_mean,721.0421142578125,1780060094.144761
15332,rollout/ep_len_mean,724.4791870117188,1780060112.3511074
15455,rollout/ep_len_mean,724.4791870117188,1780060122.3288784
15578,rollout/ep_len_mean,725.6082763671875,1780060132.595619
15659,rollout/ep_len_mean,723.1224365234375,1780060139.9329116
15740,rollout/ep_len_mean,720.727294921875,1780060147.7036223
15962,rollout/ep_len_mean,724.0999755859375,1780060165.5589812
16131,rollout/ep_len_mean,724.0999755859375,1780060178.6736436
16262,rollout/ep_len_mean,724.969970703125,1780060190.129641
16346,rollout/ep_len_mean,722.280029296875,1780060198.2571416
16427,rollout/ep_len_mean,722.3800048828125,1780060206.371198
16711,rollout/ep_len_mean,730.760009765625,1780060228.4477432
16837,rollout/ep_len_mean,730.760009765625,1780060238.551487
16985,rollout/ep_len_mean,732.3699951171875,1780060251.3260753
17110,rollout/ep_len_mean,733.1699829101562,1780060262.5285442
17218,rollout/ep_len_mean,732.5599975585938,1780060271.561883
17322,rollout/ep_len_mean,727.760009765625,1780060280.7667892
17406,rollout/ep_len_mean,727.760009765625,1780060287.8303394
17646,rollout/ep_len_mean,724.3099975585938,1780060306.7625625
17798,rollout/ep_len_mean,730.8499755859375,1780060320.1484294
17924,rollout/ep_len_mean,730.6199951171875,1780060331.2742155
18076,rollout/ep_len_mean,730.5800170898438,1780060344.4708424
18154,rollout/ep_len_mean,730.5800170898438,1780060351.1528165
18323,rollout/ep_len_mean,728.8400268554688,1780060365.007398
18400,rollout/ep_len_mean,732.1400146484375,1780060372.5076003
18523,rollout/ep_len_mean,733.6900024414062,1780060383.054743
18656,rollout/ep_len_mean,732.77001953125,1780060394.571607
18871,rollout/ep_len_mean,732.77001953125,1780060411.0006478
19047,rollout/ep_len_mean,736.2100219726562,1780060425.1591973
19131,rollout/ep_len_mean,737.4199829101562,1780060432.5039747
19301,rollout/ep_len_mean,737.4199829101562,1780060446.6634004
19471,rollout/ep_len_mean,743.1799926757812,1780060461.119421
19644,rollout/ep_len_mean,743.1799926757812,1780060474.5065691
19817,rollout/ep_len_mean,748.9199829101562,1780060488.8812883
19901,rollout/ep_len_mean,745.0700073242188,1780060496.6636705
20049,rollout/ep_len_mean,738.4600219726562,1780060508.9098275
20150,rollout/ep_len_mean,737.4299926757812,1780060517.7035103
20276,rollout/ep_len_mean,737.4299926757812,1780060527.7961292
20447,rollout/ep_len_mean,738.4299926757812,1780060541.9765768
20531,rollout/ep_len_mean,737.7000122070312,1780060549.7635765
20612,rollout/ep_len_mean,735.0499877929688,1780060557.838489
20812,rollout/ep_len_mean,738.6699829101562,1780060573.7556102
20991,rollout/ep_len_mean,738.6699829101562,1780060587.585424
21115,rollout/ep_len_mean,742.75,1780060598.0255167
21328,rollout/ep_len_mean,746.9199829101562,1780060615.3094985
21412,rollout/ep_len_mean,748.02001953125,1780060623.5055494
21557,rollout/ep_len_mean,744.2100219726562,1780060635.7975166
21641,rollout/ep_len_mean,744.2100219726562,1780060642.9327166
21836,rollout/ep_len_mean,744.4000244140625,1780060658.9897032
22029,rollout/ep_len_mean,746.260009765625,1780060674.2065873
22138,rollout/ep_len_mean,748.02001953125,1780060684.0394316
22263,rollout/ep_len_mean,748.6900024414062,1780060694.386473
22344,rollout/ep_len_mean,748.6900024414062,1780060701.2625272
22428,rollout/ep_len_mean,747.5399780273438,1780060709.2315943
22554,rollout/ep_len_mean,743.75,1780060720.1654217
22701,rollout/ep_len_mean,742.1799926757812,1780060732.7362642
22779,rollout/ep_len_mean,737.719970703125,1780060740.5357955
22860,rollout/ep_len_mean,737.719970703125,1780060747.3918238
22944,rollout/ep_len_mean,736.030029296875,1780060755.3840802
23028,rollout/ep_len_mean,730.02001953125,1780060762.8082418
23154,rollout/ep_len_mean,729.0,1780060774.2032526
23261,rollout/ep_len_mean,723.530029296875,1780060783.4094005
23410,rollout/ep_len_mean,723.530029296875,1780060795.1461449
23491,rollout/ep_len_mean,723.260009765625,1780060802.4861414
23575,rollout/ep_len_mean,723.3300170898438,1780060810.6703029
23656,rollout/ep_len_mean,715.25,1780060818.196886
23730,rollout/ep_len_mean,713.1900024414062,1780060825.3641455
23876,rollout/ep_len_mean,713.1900024414062,1780060836.8944998
23979,rollout/ep_len_mean,712.9299926757812,1780060846.5532126
24088,rollout/ep_len_mean,709.5,1780060856.1817157
24236,rollout/ep_len_mean,711.9199829101562,1780060868.314597
24382,rollout/ep_len_mean,714.510009765625,1780060880.4226847
24466,rollout/ep_len_mean,714.510009765625,1780060887.5266771
24550,rollout/ep_len_mean,712.25,1780060894.8966417
24631,rollout/ep_len_mean,709.6500244140625,1780060902.2479014
24827,rollout/ep_len_mean,708.5399780273438,1780060918.27401
24906,rollout/ep_len_mean,706.8900146484375,1780060925.943504
25057,rollout/ep_len_mean,706.8900146484375,1780060937.863737
25227,rollout/ep_len_mean,708.7999877929688,1780060951.5104494
25350,rollout/ep_len_mean,710.4600219726562,1780060962.0939026
25516,rollout/ep_len_mean,710.9600219726562,1780060976.489828
25662,rollout/ep_len_mean,713.9000244140625,1780060989.0612736
25814,rollout/ep_len_mean,713.9000244140625,1780061001.1077032
